storm_id,storm_name,timestamp,timecode,lat,lon,m1_combined,m1_c13,m2_combined,m2_c13
2021al08,Hurricane Henri,2021-08-24 13:30:00,2021236133,42.01,-69.14,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/13/OR_ABI-L2-MCMIPM1-M6_G16_s2021236133,s3://noaa-goes16/ABI-L1b-RadM/2021/236/13/OR_ABI-L1b-RadM1-M6C13_G16_s2021236133,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/13/OR_ABI-L2-MCMIPM2-M6_G16_s2021236133,s3://noaa-goes16/ABI-L1b-RadM/2021/236/13/OR_ABI-L1b-RadM2-M6C13_G16_s2021236133
2021al08,Hurricane Henri,2021-08-24 14:00:00,2021236140,42.02,-69.01,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/14/OR_ABI-L2-MCMIPM1-M6_G16_s2021236140,s3://noaa-goes16/ABI-L1b-RadM/2021/236/14/OR_ABI-L1b-RadM1-M6C13_G16_s2021236140,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/14/OR_ABI-L2-MCMIPM2-M6_G16_s2021236140,s3://noaa-goes16/ABI-L1b-RadM/2021/236/14/OR_ABI-L1b-RadM2-M6C13_G16_s2021236140
2021al08,Hurricane Henri,2021-08-24 14:30:00,2021236143,42.04,-68.88,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/14/OR_ABI-L2-MCMIPM1-M6_G16_s2021236143,s3://noaa-goes16/ABI-L1b-RadM/2021/236/14/OR_ABI-L1b-RadM1-M6C13_G16_s2021236143,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/14/OR_ABI-L2-MCMIPM2-M6_G16_s2021236143,s3://noaa-goes16/ABI-L1b-RadM/2021/236/14/OR_ABI-L1b-RadM2-M6C13_G16_s2021236143
2021al08,Hurricane Henri,2021-08-24 15:00:00,2021236150,42.05,-68.75,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/15/OR_ABI-L2-MCMIPM1-M6_G16_s2021236150,s3://noaa-goes16/ABI-L1b-RadM/2021/236/15/OR_ABI-L1b-RadM1-M6C13_G16_s2021236150,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/15/OR_ABI-L2-MCMIPM2-M6_G16_s2021236150,s3://noaa-goes16/ABI-L1b-RadM/2021/236/15/OR_ABI-L1b-RadM2-M6C13_G16_s2021236150
2021al08,Hurricane Henri,2021-08-24 15:30:00,2021236153,42.06,-68.62,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/15/OR_ABI-L2-MCMIPM1-M6_G16_s2021236153,s3://noaa-goes16/ABI-L1b-RadM/2021/236/15/OR_ABI-L1b-RadM1-M6C13_G16_s2021236153,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/15/OR_ABI-L2-MCMIPM2-M6_G16_s2021236153,s3://noaa-goes16/ABI-L1b-RadM/2021/236/15/OR_ABI-L1b-RadM2-M6C13_G16_s2021236153
2021al08,Hurricane Henri,2021-08-24 16:00:00,2021236160,42.07,-68.49,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/16/OR_ABI-L2-MCMIPM1-M6_G16_s2021236160,s3://noaa-goes16/ABI-L1b-RadM/2021/236/16/OR_ABI-L1b-RadM1-M6C13_G16_s2021236160,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/16/OR_ABI-L2-MCMIPM2-M6_G16_s2021236160,s3://noaa-goes16/ABI-L1b-RadM/2021/236/16/OR_ABI-L1b-RadM2-M6C13_G16_s2021236160
2021al08,Hurricane Henri,2021-08-24 16:30:00,2021236163,42.08,-68.37,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/16/OR_ABI-L2-MCMIPM1-M6_G16_s2021236163,s3://noaa-goes16/ABI-L1b-RadM/2021/236/16/OR_ABI-L1b-RadM1-M6C13_G16_s2021236163,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/16/OR_ABI-L2-MCMIPM2-M6_G16_s2021236163,s3://noaa-goes16/ABI-L1b-RadM/2021/236/16/OR_ABI-L1b-RadM2-M6C13_G16_s2021236163
2021al08,Hurricane Henri,2021-08-24 17:00:00,2021236170,42.09,-68.24,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/17/OR_ABI-L2-MCMIPM1-M6_G16_s2021236170,s3://noaa-goes16/ABI-L1b-RadM/2021/236/17/OR_ABI-L1b-RadM1-M6C13_G16_s2021236170,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/17/OR_ABI-L2-MCMIPM2-M6_G16_s2021236170,s3://noaa-goes16/ABI-L1b-RadM/2021/236/17/OR_ABI-L1b-RadM2-M6C13_G16_s2021236170
2021al08,Hurricane Henri,2021-08-24 17:30:00,2021236173,42.10,-68.12,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/17/OR_ABI-L2-MCMIPM1-M6_G16_s2021236173,s3://noaa-goes16/ABI-L1b-RadM/2021/236/17/OR_ABI-L1b-RadM1-M6C13_G16_s2021236173,s3://noaa-goes16/ABI-L2-MCMIPM/2021/236/17/OR_ABI-L2-MCMIPM2-M6_G16_s2021236173,s3://noaa-goes16/ABI-L1b-RadM/2021/236/17/OR_ABI-L1b-RadM2-M6C13_G16_s2021236173
2021al09,Hurricane Ida,2021-08-26 14:00:00,2021238140,16.74,-79.11,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/14/OR_ABI-L2-MCMIPM1-M6_G16_s2021238140,s3://noaa-goes16/ABI-L1b-RadM/2021/238/14/OR_ABI-L1b-RadM1-M6C13_G16_s2021238140,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/14/OR_ABI-L2-MCMIPM2-M6_G16_s2021238140,s3://noaa-goes16/ABI-L1b-RadM/2021/238/14/OR_ABI-L1b-RadM2-M6C13_G16_s2021238140
2021al09,Hurricane Ida,2021-08-26 14:30:00,2021238143,16.82,-79.16,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/14/OR_ABI-L2-MCMIPM1-M6_G16_s2021238143,s3://noaa-goes16/ABI-L1b-RadM/2021/238/14/OR_ABI-L1b-RadM1-M6C13_G16_s2021238143,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/14/OR_ABI-L2-MCMIPM2-M6_G16_s2021238143,s3://noaa-goes16/ABI-L1b-RadM/2021/238/14/OR_ABI-L1b-RadM2-M6C13_G16_s2021238143
2021al09,Hurricane Ida,2021-08-26 15:00:00,2021238150,16.90,-79.20,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/15/OR_ABI-L2-MCMIPM1-M6_G16_s2021238150,s3://noaa-goes16/ABI-L1b-RadM/2021/238/15/OR_ABI-L1b-RadM1-M6C13_G16_s2021238150,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/15/OR_ABI-L2-MCMIPM2-M6_G16_s2021238150,s3://noaa-goes16/ABI-L1b-RadM/2021/238/15/OR_ABI-L1b-RadM2-M6C13_G16_s2021238150
2021al09,Hurricane Ida,2021-08-26 15:30:00,2021238153,16.98,-79.25,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/15/OR_ABI-L2-MCMIPM1-M6_G16_s2021238153,s3://noaa-goes16/ABI-L1b-RadM/2021/238/15/OR_ABI-L1b-RadM1-M6C13_G16_s2021238153,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/15/OR_ABI-L2-MCMIPM2-M6_G16_s2021238153,s3://noaa-goes16/ABI-L1b-RadM/2021/238/15/OR_ABI-L1b-RadM2-M6C13_G16_s2021238153
2021al09,Hurricane Ida,2021-08-26 16:00:00,2021238160,17.05,-79.30,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/16/OR_ABI-L2-MCMIPM1-M6_G16_s2021238160,s3://noaa-goes16/ABI-L1b-RadM/2021/238/16/OR_ABI-L1b-RadM1-M6C13_G16_s2021238160,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/16/OR_ABI-L2-MCMIPM2-M6_G16_s2021238160,s3://noaa-goes16/ABI-L1b-RadM/2021/238/16/OR_ABI-L1b-RadM2-M6C13_G16_s2021238160
2021al09,Hurricane Ida,2021-08-26 16:30:00,2021238163,17.13,-79.36,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/16/OR_ABI-L2-MCMIPM1-M6_G16_s2021238163,s3://noaa-goes16/ABI-L1b-RadM/2021/238/16/OR_ABI-L1b-RadM1-M6C13_G16_s2021238163,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/16/OR_ABI-L2-MCMIPM2-M6_G16_s2021238163,s3://noaa-goes16/ABI-L1b-RadM/2021/238/16/OR_ABI-L1b-RadM2-M6C13_G16_s2021238163
2021al09,Hurricane Ida,2021-08-26 17:00:00,2021238170,17.20,-79.41,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/17/OR_ABI-L2-MCMIPM1-M6_G16_s2021238170,s3://noaa-goes16/ABI-L1b-RadM/2021/238/17/OR_ABI-L1b-RadM1-M6C13_G16_s2021238170,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/17/OR_ABI-L2-MCMIPM2-M6_G16_s2021238170,s3://noaa-goes16/ABI-L1b-RadM/2021/238/17/OR_ABI-L1b-RadM2-M6C13_G16_s2021238170
2021al09,Hurricane Ida,2021-08-26 17:30:00,2021238173,17.27,-79.48,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/17/OR_ABI-L2-MCMIPM1-M6_G16_s2021238173,s3://noaa-goes16/ABI-L1b-RadM/2021/238/17/OR_ABI-L1b-RadM1-M6C13_G16_s2021238173,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/17/OR_ABI-L2-MCMIPM2-M6_G16_s2021238173,s3://noaa-goes16/ABI-L1b-RadM/2021/238/17/OR_ABI-L1b-RadM2-M6C13_G16_s2021238173
2021al09,Hurricane Ida,2021-08-26 18:00:00,2021238180,17.34,-79.54,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/18/OR_ABI-L2-MCMIPM1-M6_G16_s2021238180,s3://noaa-goes16/ABI-L1b-RadM/2021/238/18/OR_ABI-L1b-RadM1-M6C13_G16_s2021238180,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/18/OR_ABI-L2-MCMIPM2-M6_G16_s2021238180,s3://noaa-goes16/ABI-L1b-RadM/2021/238/18/OR_ABI-L1b-RadM2-M6C13_G16_s2021238180
2021al09,Hurricane Ida,2021-08-26 18:30:00,2021238183,17.41,-79.60,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/18/OR_ABI-L2-MCMIPM1-M6_G16_s2021238183,s3://noaa-goes16/ABI-L1b-RadM/2021/238/18/OR_ABI-L1b-RadM1-M6C13_G16_s2021238183,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/18/OR_ABI-L2-MCMIPM2-M6_G16_s2021238183,s3://noaa-goes16/ABI-L1b-RadM/2021/238/18/OR_ABI-L1b-RadM2-M6C13_G16_s2021238183
2021al09,Hurricane Ida,2021-08-26 19:00:00,2021238190,17.48,-79.67,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/19/OR_ABI-L2-MCMIPM1-M6_G16_s2021238190,s3://noaa-goes16/ABI-L1b-RadM/2021/238/19/OR_ABI-L1b-RadM1-M6C13_G16_s2021238190,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/19/OR_ABI-L2-MCMIPM2-M6_G16_s2021238190,s3://noaa-goes16/ABI-L1b-RadM/2021/238/19/OR_ABI-L1b-RadM2-M6C13_G16_s2021238190
2021al09,Hurricane Ida,2021-08-26 19:30:00,2021238193,17.95,-79.60,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/19/OR_ABI-L2-MCMIPM1-M6_G16_s2021238193,s3://noaa-goes16/ABI-L1b-RadM/2021/238/19/OR_ABI-L1b-RadM1-M6C13_G16_s2021238193,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/19/OR_ABI-L2-MCMIPM2-M6_G16_s2021238193,s3://noaa-goes16/ABI-L1b-RadM/2021/238/19/OR_ABI-L1b-RadM2-M6C13_G16_s2021238193
2021al09,Hurricane Ida,2021-08-26 19:50:00,2021238195,18.01,-79.65,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/19/OR_ABI-L2-MCMIPM1-M6_G16_s2021238195,s3://noaa-goes16/ABI-L1b-RadM/2021/238/19/OR_ABI-L1b-RadM1-M6C13_G16_s2021238195,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/19/OR_ABI-L2-MCMIPM2-M6_G16_s2021238195,s3://noaa-goes16/ABI-L1b-RadM/2021/238/19/OR_ABI-L1b-RadM2-M6C13_G16_s2021238195
2021al09,Hurricane Ida,2021-08-26 20:30:00,2021238203,17.93,-79.73,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/20/OR_ABI-L2-MCMIPM1-M6_G16_s2021238203,s3://noaa-goes16/ABI-L1b-RadM/2021/238/20/OR_ABI-L1b-RadM1-M6C13_G16_s2021238203,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/20/OR_ABI-L2-MCMIPM2-M6_G16_s2021238203,s3://noaa-goes16/ABI-L1b-RadM/2021/238/20/OR_ABI-L1b-RadM2-M6C13_G16_s2021238203
2021al09,Hurricane Ida,2021-08-26 21:00:00,2021238210,18.00,-79.80,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/21/OR_ABI-L2-MCMIPM1-M6_G16_s2021238210,s3://noaa-goes16/ABI-L1b-RadM/2021/238/21/OR_ABI-L1b-RadM1-M6C13_G16_s2021238210,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/21/OR_ABI-L2-MCMIPM2-M6_G16_s2021238210,s3://noaa-goes16/ABI-L1b-RadM/2021/238/21/OR_ABI-L1b-RadM2-M6C13_G16_s2021238210
2021al09,Hurricane Ida,2021-08-26 21:40:00,2021238214,18.10,-79.89,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/21/OR_ABI-L2-MCMIPM1-M6_G16_s2021238214,s3://noaa-goes16/ABI-L1b-RadM/2021/238/21/OR_ABI-L1b-RadM1-M6C13_G16_s2021238214,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/21/OR_ABI-L2-MCMIPM2-M6_G16_s2021238214,s3://noaa-goes16/ABI-L1b-RadM/2021/238/21/OR_ABI-L1b-RadM2-M6C13_G16_s2021238214
2021al09,Hurricane Ida,2021-08-26 22:00:00,2021238220,18.15,-79.93,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/22/OR_ABI-L2-MCMIPM1-M6_G16_s2021238220,s3://noaa-goes16/ABI-L1b-RadM/2021/238/22/OR_ABI-L1b-RadM1-M6C13_G16_s2021238220,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/22/OR_ABI-L2-MCMIPM2-M6_G16_s2021238220,s3://noaa-goes16/ABI-L1b-RadM/2021/238/22/OR_ABI-L1b-RadM2-M6C13_G16_s2021238220
2021al09,Hurricane Ida,2021-08-26 22:30:00,2021238223,18.23,-80.00,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/22/OR_ABI-L2-MCMIPM1-M6_G16_s2021238223,s3://noaa-goes16/ABI-L1b-RadM/2021/238/22/OR_ABI-L1b-RadM1-M6C13_G16_s2021238223,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/22/OR_ABI-L2-MCMIPM2-M6_G16_s2021238223,s3://noaa-goes16/ABI-L1b-RadM/2021/238/22/OR_ABI-L1b-RadM2-M6C13_G16_s2021238223
2021al09,Hurricane Ida,2021-08-26 23:00:00,2021238230,18.31,-80.06,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/23/OR_ABI-L2-MCMIPM1-M6_G16_s2021238230,s3://noaa-goes16/ABI-L1b-RadM/2021/238/23/OR_ABI-L1b-RadM1-M6C13_G16_s2021238230,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/23/OR_ABI-L2-MCMIPM2-M6_G16_s2021238230,s3://noaa-goes16/ABI-L1b-RadM/2021/238/23/OR_ABI-L1b-RadM2-M6C13_G16_s2021238230
2021al09,Hurricane Ida,2021-08-26 23:40:00,2021238234,18.43,-80.15,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/23/OR_ABI-L2-MCMIPM1-M6_G16_s2021238234,s3://noaa-goes16/ABI-L1b-RadM/2021/238/23/OR_ABI-L1b-RadM1-M6C13_G16_s2021238234,s3://noaa-goes16/ABI-L2-MCMIPM/2021/238/23/OR_ABI-L2-MCMIPM2-M6_G16_s2021238234,s3://noaa-goes16/ABI-L1b-RadM/2021/238/23/OR_ABI-L1b-RadM2-M6C13_G16_s2021238234
2021al09,Hurricane Ida,2021-08-27 00:00:00,2021239000,18.49,-80.19,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/00/OR_ABI-L2-MCMIPM1-M6_G16_s2021239000,s3://noaa-goes16/ABI-L1b-RadM/2021/239/00/OR_ABI-L1b-RadM1-M6C13_G16_s2021239000,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/00/OR_ABI-L2-MCMIPM2-M6_G16_s2021239000,s3://noaa-goes16/ABI-L1b-RadM/2021/239/00/OR_ABI-L1b-RadM2-M6C13_G16_s2021239000
2021al09,Hurricane Ida,2021-08-27 00:30:00,2021239003,18.59,-80.26,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/00/OR_ABI-L2-MCMIPM1-M6_G16_s2021239003,s3://noaa-goes16/ABI-L1b-RadM/2021/239/00/OR_ABI-L1b-RadM1-M6C13_G16_s2021239003,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/00/OR_ABI-L2-MCMIPM2-M6_G16_s2021239003,s3://noaa-goes16/ABI-L1b-RadM/2021/239/00/OR_ABI-L1b-RadM2-M6C13_G16_s2021239003
2021al09,Hurricane Ida,2021-08-27 01:00:00,2021239010,18.17,-80.27,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/01/OR_ABI-L2-MCMIPM1-M6_G16_s2021239010,s3://noaa-goes16/ABI-L1b-RadM/2021/239/01/OR_ABI-L1b-RadM1-M6C13_G16_s2021239010,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/01/OR_ABI-L2-MCMIPM2-M6_G16_s2021239010,s3://noaa-goes16/ABI-L1b-RadM/2021/239/01/OR_ABI-L1b-RadM2-M6C13_G16_s2021239010
2021al09,Hurricane Ida,2021-08-27 01:30:00,2021239013,18.25,-80.35,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/01/OR_ABI-L2-MCMIPM1-M6_G16_s2021239013,s3://noaa-goes16/ABI-L1b-RadM/2021/239/01/OR_ABI-L1b-RadM1-M6C13_G16_s2021239013,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/01/OR_ABI-L2-MCMIPM2-M6_G16_s2021239013,s3://noaa-goes16/ABI-L1b-RadM/2021/239/01/OR_ABI-L1b-RadM2-M6C13_G16_s2021239013
2021al09,Hurricane Ida,2021-08-27 02:00:00,2021239020,18.34,-80.44,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/02/OR_ABI-L2-MCMIPM1-M6_G16_s2021239020,s3://noaa-goes16/ABI-L1b-RadM/2021/239/02/OR_ABI-L1b-RadM1-M6C13_G16_s2021239020,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/02/OR_ABI-L2-MCMIPM2-M6_G16_s2021239020,s3://noaa-goes16/ABI-L1b-RadM/2021/239/02/OR_ABI-L1b-RadM2-M6C13_G16_s2021239020
2021al09,Hurricane Ida,2021-08-27 02:30:00,2021239023,18.42,-80.52,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/02/OR_ABI-L2-MCMIPM1-M6_G16_s2021239023,s3://noaa-goes16/ABI-L1b-RadM/2021/239/02/OR_ABI-L1b-RadM1-M6C13_G16_s2021239023,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/02/OR_ABI-L2-MCMIPM2-M6_G16_s2021239023,s3://noaa-goes16/ABI-L1b-RadM/2021/239/02/OR_ABI-L1b-RadM2-M6C13_G16_s2021239023
2021al09,Hurricane Ida,2021-08-27 03:00:00,2021239030,18.60,-80.50,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/03/OR_ABI-L2-MCMIPM1-M6_G16_s2021239030,s3://noaa-goes16/ABI-L1b-RadM/2021/239/03/OR_ABI-L1b-RadM1-M6C13_G16_s2021239030,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/03/OR_ABI-L2-MCMIPM2-M6_G16_s2021239030,s3://noaa-goes16/ABI-L1b-RadM/2021/239/03/OR_ABI-L1b-RadM2-M6C13_G16_s2021239030
2021al09,Hurricane Ida,2021-08-27 03:30:00,2021239033,18.69,-80.57,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/03/OR_ABI-L2-MCMIPM1-M6_G16_s2021239033,s3://noaa-goes16/ABI-L1b-RadM/2021/239/03/OR_ABI-L1b-RadM1-M6C13_G16_s2021239033,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/03/OR_ABI-L2-MCMIPM2-M6_G16_s2021239033,s3://noaa-goes16/ABI-L1b-RadM/2021/239/03/OR_ABI-L1b-RadM2-M6C13_G16_s2021239033
2021al09,Hurricane Ida,2021-08-27 04:00:00,2021239040,18.77,-80.65,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/04/OR_ABI-L2-MCMIPM1-M6_G16_s2021239040,s3://noaa-goes16/ABI-L1b-RadM/2021/239/04/OR_ABI-L1b-RadM1-M6C13_G16_s2021239040,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/04/OR_ABI-L2-MCMIPM2-M6_G16_s2021239040,s3://noaa-goes16/ABI-L1b-RadM/2021/239/04/OR_ABI-L1b-RadM2-M6C13_G16_s2021239040
2021al09,Hurricane Ida,2021-08-27 04:40:00,2021239044,18.88,-80.76,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/04/OR_ABI-L2-MCMIPM1-M6_G16_s2021239044,s3://noaa-goes16/ABI-L1b-RadM/2021/239/04/OR_ABI-L1b-RadM1-M6C13_G16_s2021239044,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/04/OR_ABI-L2-MCMIPM2-M6_G16_s2021239044,s3://noaa-goes16/ABI-L1b-RadM/2021/239/04/OR_ABI-L1b-RadM2-M6C13_G16_s2021239044
2021al09,Hurricane Ida,2021-08-27 05:00:00,2021239050,18.93,-80.81,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/05/OR_ABI-L2-MCMIPM1-M6_G16_s2021239050,s3://noaa-goes16/ABI-L1b-RadM/2021/239/05/OR_ABI-L1b-RadM1-M6C13_G16_s2021239050,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/05/OR_ABI-L2-MCMIPM2-M6_G16_s2021239050,s3://noaa-goes16/ABI-L1b-RadM/2021/239/05/OR_ABI-L1b-RadM2-M6C13_G16_s2021239050
2021al09,Hurricane Ida,2021-08-27 05:30:00,2021239053,19.01,-80.89,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/05/OR_ABI-L2-MCMIPM1-M6_G16_s2021239053,s3://noaa-goes16/ABI-L1b-RadM/2021/239/05/OR_ABI-L1b-RadM1-M6C13_G16_s2021239053,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/05/OR_ABI-L2-MCMIPM2-M6_G16_s2021239053,s3://noaa-goes16/ABI-L1b-RadM/2021/239/05/OR_ABI-L1b-RadM2-M6C13_G16_s2021239053
2021al09,Hurricane Ida,2021-08-27 06:00:00,2021239060,19.08,-80.97,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/06/OR_ABI-L2-MCMIPM1-M6_G16_s2021239060,s3://noaa-goes16/ABI-L1b-RadM/2021/239/06/OR_ABI-L1b-RadM1-M6C13_G16_s2021239060,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/06/OR_ABI-L2-MCMIPM2-M6_G16_s2021239060,s3://noaa-goes16/ABI-L1b-RadM/2021/239/06/OR_ABI-L1b-RadM2-M6C13_G16_s2021239060
2021al09,Hurricane Ida,2021-08-27 06:30:00,2021239063,19.15,-81.06,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/06/OR_ABI-L2-MCMIPM1-M6_G16_s2021239063,s3://noaa-goes16/ABI-L1b-RadM/2021/239/06/OR_ABI-L1b-RadM1-M6C13_G16_s2021239063,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/06/OR_ABI-L2-MCMIPM2-M6_G16_s2021239063,s3://noaa-goes16/ABI-L1b-RadM/2021/239/06/OR_ABI-L1b-RadM2-M6C13_G16_s2021239063
2021al09,Hurricane Ida,2021-08-27 07:00:00,2021239070,19.68,-81.07,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/07/OR_ABI-L2-MCMIPM1-M6_G16_s2021239070,s3://noaa-goes16/ABI-L1b-RadM/2021/239/07/OR_ABI-L1b-RadM1-M6C13_G16_s2021239070,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/07/OR_ABI-L2-MCMIPM2-M6_G16_s2021239070,s3://noaa-goes16/ABI-L1b-RadM/2021/239/07/OR_ABI-L1b-RadM2-M6C13_G16_s2021239070
2021al09,Hurricane Ida,2021-08-27 07:30:00,2021239073,19.75,-81.15,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/07/OR_ABI-L2-MCMIPM1-M6_G16_s2021239073,s3://noaa-goes16/ABI-L1b-RadM/2021/239/07/OR_ABI-L1b-RadM1-M6C13_G16_s2021239073,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/07/OR_ABI-L2-MCMIPM2-M6_G16_s2021239073,s3://noaa-goes16/ABI-L1b-RadM/2021/239/07/OR_ABI-L1b-RadM2-M6C13_G16_s2021239073
2021al09,Hurricane Ida,2021-08-27 08:00:00,2021239080,19.83,-81.23,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/08/OR_ABI-L2-MCMIPM1-M6_G16_s2021239080,s3://noaa-goes16/ABI-L1b-RadM/2021/239/08/OR_ABI-L1b-RadM1-M6C13_G16_s2021239080,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/08/OR_ABI-L2-MCMIPM2-M6_G16_s2021239080,s3://noaa-goes16/ABI-L1b-RadM/2021/239/08/OR_ABI-L1b-RadM2-M6C13_G16_s2021239080
2021al09,Hurricane Ida,2021-08-27 08:30:00,2021239083,19.92,-81.32,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/08/OR_ABI-L2-MCMIPM1-M6_G16_s2021239083,s3://noaa-goes16/ABI-L1b-RadM/2021/239/08/OR_ABI-L1b-RadM1-M6C13_G16_s2021239083,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/08/OR_ABI-L2-MCMIPM2-M6_G16_s2021239083,s3://noaa-goes16/ABI-L1b-RadM/2021/239/08/OR_ABI-L1b-RadM2-M6C13_G16_s2021239083
2021al09,Hurricane Ida,2021-08-27 09:00:00,2021239090,20.00,-81.40,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/09/OR_ABI-L2-MCMIPM1-M6_G16_s2021239090,s3://noaa-goes16/ABI-L1b-RadM/2021/239/09/OR_ABI-L1b-RadM1-M6C13_G16_s2021239090,s3://noaa-goes16/ABI-L2-MCMIPM/2021/239/09/OR_ABI-L2-MCMIPM2-M6_G16_s2021239090,s3://noaa-goes16/ABI-L1b-RadM/2021/239/09/OR_ABI-L1b-RadM2-M6C13_G16_s2021239090
