storm_id,storm_name,timestamp,timecode,lat,lon,m1_combined,m1_c13,m2_combined,m2_c13
2021al07,Hurricane Grace,2021-08-17 11:00:00,2021229110,18.31,-75.88,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/11/OR_ABI-L2-MCMIPM1-M6_G16_s2021229110,s3://noaa-goes16/ABI-L1b-RadM/2021/229/11/OR_ABI-L1b-RadM1-M6C13_G16_s2021229110,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/11/OR_ABI-L2-MCMIPM2-M6_G16_s2021229110,s3://noaa-goes16/ABI-L1b-RadM/2021/229/11/OR_ABI-L1b-RadM2-M6C13_G16_s2021229110
2021al07,Hurricane Grace,2021-08-17 11:30:00,2021229113,18.33,-76.00,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/11/OR_ABI-L2-MCMIPM1-M6_G16_s2021229113,s3://noaa-goes16/ABI-L1b-RadM/2021/229/11/OR_ABI-L1b-RadM1-M6C13_G16_s2021229113,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/11/OR_ABI-L2-MCMIPM2-M6_G16_s2021229113,s3://noaa-goes16/ABI-L1b-RadM/2021/229/11/OR_ABI-L1b-RadM2-M6C13_G16_s2021229113
2021al08,Hurricane Henri,2021-08-17 11:30:00,2021229113,30.56,-63.87,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/11/OR_ABI-L2-MCMIPM1-M6_G16_s2021229113,s3://noaa-goes16/ABI-L1b-RadM/2021/229/11/OR_ABI-L1b-RadM1-M6C13_G16_s2021229113,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/11/OR_ABI-L2-MCMIPM2-M6_G16_s2021229113,s3://noaa-goes16/ABI-L1b-RadM/2021/229/11/OR_ABI-L1b-RadM2-M6C13_G16_s2021229113
2021al08,Hurricane Henri,2021-08-17 12:00:00,2021229120,30.55,-63.91,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/12/OR_ABI-L2-MCMIPM1-M6_G16_s2021229120,s3://noaa-goes16/ABI-L1b-RadM/2021/229/12/OR_ABI-L1b-RadM1-M6C13_G16_s2021229120,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/12/OR_ABI-L2-MCMIPM2-M6_G16_s2021229120,s3://noaa-goes16/ABI-L1b-RadM/2021/229/12/OR_ABI-L1b-RadM2-M6C13_G16_s2021229120
2021al07,Hurricane Grace,2021-08-17 12:00:00,2021229120,18.36,-76.12,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/12/OR_ABI-L2-MCMIPM1-M6_G16_s2021229120,s3://noaa-goes16/ABI-L1b-RadM/2021/229/12/OR_ABI-L1b-RadM1-M6C13_G16_s2021229120,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/12/OR_ABI-L2-MCMIPM2-M6_G16_s2021229120,s3://noaa-goes16/ABI-L1b-RadM/2021/229/12/OR_ABI-L1b-RadM2-M6C13_G16_s2021229120
2021al07,Hurricane Grace,2021-08-17 12:30:00,2021229123,18.38,-76.24,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/12/OR_ABI-L2-MCMIPM1-M6_G16_s2021229123,s3://noaa-goes16/ABI-L1b-RadM/2021/229/12/OR_ABI-L1b-RadM1-M6C13_G16_s2021229123,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/12/OR_ABI-L2-MCMIPM2-M6_G16_s2021229123,s3://noaa-goes16/ABI-L1b-RadM/2021/229/12/OR_ABI-L1b-RadM2-M6C13_G16_s2021229123
2021al08,Hurricane Henri,2021-08-17 12:30:00,2021229123,30.54,-63.95,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/12/OR_ABI-L2-MCMIPM1-M6_G16_s2021229123,s3://noaa-goes16/ABI-L1b-RadM/2021/229/12/OR_ABI-L1b-RadM1-M6C13_G16_s2021229123,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/12/OR_ABI-L2-MCMIPM2-M6_G16_s2021229123,s3://noaa-goes16/ABI-L1b-RadM/2021/229/12/OR_ABI-L1b-RadM2-M6C13_G16_s2021229123
2021al07,Hurricane Grace,2021-08-17 13:00:00,2021229130,18.27,-76.31,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/13/OR_ABI-L2-MCMIPM1-M6_G16_s2021229130,s3://noaa-goes16/ABI-L1b-RadM/2021/229/13/OR_ABI-L1b-RadM1-M6C13_G16_s2021229130,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/13/OR_ABI-L2-MCMIPM2-M6_G16_s2021229130,s3://noaa-goes16/ABI-L1b-RadM/2021/229/13/OR_ABI-L1b-RadM2-M6C13_G16_s2021229130
2021al08,Hurricane Henri,2021-08-17 13:00:00,2021229130,30.53,-63.99,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/13/OR_ABI-L2-MCMIPM1-M6_G16_s2021229130,s3://noaa-goes16/ABI-L1b-RadM/2021/229/13/OR_ABI-L1b-RadM1-M6C13_G16_s2021229130,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/13/OR_ABI-L2-MCMIPM2-M6_G16_s2021229130,s3://noaa-goes16/ABI-L1b-RadM/2021/229/13/OR_ABI-L1b-RadM2-M6C13_G16_s2021229130
2021al08,Hurricane Henri,2021-08-17 13:30:00,2021229133,30.44,-64.16,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/13/OR_ABI-L2-MCMIPM1-M6_G16_s2021229133,s3://noaa-goes16/ABI-L1b-RadM/2021/229/13/OR_ABI-L1b-RadM1-M6C13_G16_s2021229133,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/13/OR_ABI-L2-MCMIPM2-M6_G16_s2021229133,s3://noaa-goes16/ABI-L1b-RadM/2021/229/13/OR_ABI-L1b-RadM2-M6C13_G16_s2021229133
2021al07,Hurricane Grace,2021-08-17 13:30:00,2021229133,18.30,-76.42,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/13/OR_ABI-L2-MCMIPM1-M6_G16_s2021229133,s3://noaa-goes16/ABI-L1b-RadM/2021/229/13/OR_ABI-L1b-RadM1-M6C13_G16_s2021229133,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/13/OR_ABI-L2-MCMIPM2-M6_G16_s2021229133,s3://noaa-goes16/ABI-L1b-RadM/2021/229/13/OR_ABI-L1b-RadM2-M6C13_G16_s2021229133
2021al07,Hurricane Grace,2021-08-17 14:00:00,2021229140,18.26,-76.57,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/14/OR_ABI-L2-MCMIPM1-M6_G16_s2021229140,s3://noaa-goes16/ABI-L1b-RadM/2021/229/14/OR_ABI-L1b-RadM1-M6C13_G16_s2021229140,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/14/OR_ABI-L2-MCMIPM2-M6_G16_s2021229140,s3://noaa-goes16/ABI-L1b-RadM/2021/229/14/OR_ABI-L1b-RadM2-M6C13_G16_s2021229140
2021al08,Hurricane Henri,2021-08-17 14:00:00,2021229140,30.42,-64.20,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/14/OR_ABI-L2-MCMIPM1-M6_G16_s2021229140,s3://noaa-goes16/ABI-L1b-RadM/2021/229/14/OR_ABI-L1b-RadM1-M6C13_G16_s2021229140,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/14/OR_ABI-L2-MCMIPM2-M6_G16_s2021229140,s3://noaa-goes16/ABI-L1b-RadM/2021/229/14/OR_ABI-L1b-RadM2-M6C13_G16_s2021229140
2021al07,Hurricane Grace,2021-08-17 14:30:00,2021229143,18.28,-76.68,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/14/OR_ABI-L2-MCMIPM1-M6_G16_s2021229143,s3://noaa-goes16/ABI-L1b-RadM/2021/229/14/OR_ABI-L1b-RadM1-M6C13_G16_s2021229143,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/14/OR_ABI-L2-MCMIPM2-M6_G16_s2021229143,s3://noaa-goes16/ABI-L1b-RadM/2021/229/14/OR_ABI-L1b-RadM2-M6C13_G16_s2021229143
2021al08,Hurricane Henri,2021-08-17 14:30:00,2021229143,30.41,-64.25,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/14/OR_ABI-L2-MCMIPM1-M6_G16_s2021229143,s3://noaa-goes16/ABI-L1b-RadM/2021/229/14/OR_ABI-L1b-RadM1-M6C13_G16_s2021229143,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/14/OR_ABI-L2-MCMIPM2-M6_G16_s2021229143,s3://noaa-goes16/ABI-L1b-RadM/2021/229/14/OR_ABI-L1b-RadM2-M6C13_G16_s2021229143
2021al07,Hurricane Grace,2021-08-17 15:00:00,2021229150,18.30,-76.80,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/15/OR_ABI-L2-MCMIPM1-M6_G16_s2021229150,s3://noaa-goes16/ABI-L1b-RadM/2021/229/15/OR_ABI-L1b-RadM1-M6C13_G16_s2021229150,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/15/OR_ABI-L2-MCMIPM2-M6_G16_s2021229150,s3://noaa-goes16/ABI-L1b-RadM/2021/229/15/OR_ABI-L1b-RadM2-M6C13_G16_s2021229150
2021al08,Hurricane Henri,2021-08-17 15:00:00,2021229150,30.40,-64.30,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/15/OR_ABI-L2-MCMIPM1-M6_G16_s2021229150,s3://noaa-goes16/ABI-L1b-RadM/2021/229/15/OR_ABI-L1b-RadM1-M6C13_G16_s2021229150,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/15/OR_ABI-L2-MCMIPM2-M6_G16_s2021229150,s3://noaa-goes16/ABI-L1b-RadM/2021/229/15/OR_ABI-L1b-RadM2-M6C13_G16_s2021229150
2021al08,Hurricane Henri,2021-08-17 15:30:00,2021229153,30.39,-64.35,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/15/OR_ABI-L2-MCMIPM1-M6_G16_s2021229153,s3://noaa-goes16/ABI-L1b-RadM/2021/229/15/OR_ABI-L1b-RadM1-M6C13_G16_s2021229153,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/15/OR_ABI-L2-MCMIPM2-M6_G16_s2021229153,s3://noaa-goes16/ABI-L1b-RadM/2021/229/15/OR_ABI-L1b-RadM2-M6C13_G16_s2021229153
2021al07,Hurricane Grace,2021-08-17 15:30:00,2021229153,18.32,-76.92,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/15/OR_ABI-L2-MCMIPM1-M6_G16_s2021229153,s3://noaa-goes16/ABI-L1b-RadM/2021/229/15/OR_ABI-L1b-RadM1-M6C13_G16_s2021229153,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/15/OR_ABI-L2-MCMIPM2-M6_G16_s2021229153,s3://noaa-goes16/ABI-L1b-RadM/2021/229/15/OR_ABI-L1b-RadM2-M6C13_G16_s2021229153
2021al07,Hurricane Grace,2021-08-17 16:00:00,2021229160,18.35,-77.04,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/16/OR_ABI-L2-MCMIPM1-M6_G16_s2021229160,s3://noaa-goes16/ABI-L1b-RadM/2021/229/16/OR_ABI-L1b-RadM1-M6C13_G16_s2021229160,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/16/OR_ABI-L2-MCMIPM2-M6_G16_s2021229160,s3://noaa-goes16/ABI-L1b-RadM/2021/229/16/OR_ABI-L1b-RadM2-M6C13_G16_s2021229160
2021al08,Hurricane Henri,2021-08-17 16:00:00,2021229160,30.38,-64.39,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/16/OR_ABI-L2-MCMIPM1-M6_G16_s2021229160,s3://noaa-goes16/ABI-L1b-RadM/2021/229/16/OR_ABI-L1b-RadM1-M6C13_G16_s2021229160,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/16/OR_ABI-L2-MCMIPM2-M6_G16_s2021229160,s3://noaa-goes16/ABI-L1b-RadM/2021/229/16/OR_ABI-L1b-RadM2-M6C13_G16_s2021229160
2021al08,Hurricane Henri,2021-08-17 16:30:00,2021229163,30.38,-64.44,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/16/OR_ABI-L2-MCMIPM1-M6_G16_s2021229163,s3://noaa-goes16/ABI-L1b-RadM/2021/229/16/OR_ABI-L1b-RadM1-M6C13_G16_s2021229163,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/16/OR_ABI-L2-MCMIPM2-M6_G16_s2021229163,s3://noaa-goes16/ABI-L1b-RadM/2021/229/16/OR_ABI-L1b-RadM2-M6C13_G16_s2021229163
2021al07,Hurricane Grace,2021-08-17 16:30:00,2021229163,18.37,-77.15,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/16/OR_ABI-L2-MCMIPM1-M6_G16_s2021229163,s3://noaa-goes16/ABI-L1b-RadM/2021/229/16/OR_ABI-L1b-RadM1-M6C13_G16_s2021229163,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/16/OR_ABI-L2-MCMIPM2-M6_G16_s2021229163,s3://noaa-goes16/ABI-L1b-RadM/2021/229/16/OR_ABI-L1b-RadM2-M6C13_G16_s2021229163
2021al07,Hurricane Grace,2021-08-17 17:00:00,2021229170,18.40,-77.27,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/17/OR_ABI-L2-MCMIPM1-M6_G16_s2021229170,s3://noaa-goes16/ABI-L1b-RadM/2021/229/17/OR_ABI-L1b-RadM1-M6C13_G16_s2021229170,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/17/OR_ABI-L2-MCMIPM2-M6_G16_s2021229170,s3://noaa-goes16/ABI-L1b-RadM/2021/229/17/OR_ABI-L1b-RadM2-M6C13_G16_s2021229170
2021al08,Hurricane Henri,2021-08-17 17:00:00,2021229170,30.38,-64.48,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/17/OR_ABI-L2-MCMIPM1-M6_G16_s2021229170,s3://noaa-goes16/ABI-L1b-RadM/2021/229/17/OR_ABI-L1b-RadM1-M6C13_G16_s2021229170,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/17/OR_ABI-L2-MCMIPM2-M6_G16_s2021229170,s3://noaa-goes16/ABI-L1b-RadM/2021/229/17/OR_ABI-L1b-RadM2-M6C13_G16_s2021229170
2021al07,Hurricane Grace,2021-08-17 17:30:00,2021229173,18.43,-77.39,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/17/OR_ABI-L2-MCMIPM1-M6_G16_s2021229173,s3://noaa-goes16/ABI-L1b-RadM/2021/229/17/OR_ABI-L1b-RadM1-M6C13_G16_s2021229173,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/17/OR_ABI-L2-MCMIPM2-M6_G16_s2021229173,s3://noaa-goes16/ABI-L1b-RadM/2021/229/17/OR_ABI-L1b-RadM2-M6C13_G16_s2021229173
2021al08,Hurricane Henri,2021-08-17 17:30:00,2021229173,30.37,-64.52,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/17/OR_ABI-L2-MCMIPM1-M6_G16_s2021229173,s3://noaa-goes16/ABI-L1b-RadM/2021/229/17/OR_ABI-L1b-RadM1-M6C13_G16_s2021229173,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/17/OR_ABI-L2-MCMIPM2-M6_G16_s2021229173,s3://noaa-goes16/ABI-L1b-RadM/2021/229/17/OR_ABI-L1b-RadM2-M6C13_G16_s2021229173
2021al07,Hurricane Grace,2021-08-17 18:00:00,2021229180,18.46,-77.51,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/18/OR_ABI-L2-MCMIPM1-M6_G16_s2021229180,s3://noaa-goes16/ABI-L1b-RadM/2021/229/18/OR_ABI-L1b-RadM1-M6C13_G16_s2021229180,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/18/OR_ABI-L2-MCMIPM2-M6_G16_s2021229180,s3://noaa-goes16/ABI-L1b-RadM/2021/229/18/OR_ABI-L1b-RadM2-M6C13_G16_s2021229180
2021al08,Hurricane Henri,2021-08-17 18:00:00,2021229180,30.37,-64.57,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/18/OR_ABI-L2-MCMIPM1-M6_G16_s2021229180,s3://noaa-goes16/ABI-L1b-RadM/2021/229/18/OR_ABI-L1b-RadM1-M6C13_G16_s2021229180,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/18/OR_ABI-L2-MCMIPM2-M6_G16_s2021229180,s3://noaa-goes16/ABI-L1b-RadM/2021/229/18/OR_ABI-L1b-RadM2-M6C13_G16_s2021229180
2021al07,Hurricane Grace,2021-08-17 18:30:00,2021229183,18.48,-77.63,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/18/OR_ABI-L2-MCMIPM1-M6_G16_s2021229183,s3://noaa-goes16/ABI-L1b-RadM/2021/229/18/OR_ABI-L1b-RadM1-M6C13_G16_s2021229183,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/18/OR_ABI-L2-MCMIPM2-M6_G16_s2021229183,s3://noaa-goes16/ABI-L1b-RadM/2021/229/18/OR_ABI-L1b-RadM2-M6C13_G16_s2021229183
2021al08,Hurricane Henri,2021-08-17 18:30:00,2021229183,30.37,-64.61,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/18/OR_ABI-L2-MCMIPM1-M6_G16_s2021229183,s3://noaa-goes16/ABI-L1b-RadM/2021/229/18/OR_ABI-L1b-RadM1-M6C13_G16_s2021229183,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/18/OR_ABI-L2-MCMIPM2-M6_G16_s2021229183,s3://noaa-goes16/ABI-L1b-RadM/2021/229/18/OR_ABI-L1b-RadM2-M6C13_G16_s2021229183
2021al07,Hurricane Grace,2021-08-17 19:00:00,2021229190,18.45,-77.73,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/19/OR_ABI-L2-MCMIPM1-M6_G16_s2021229190,s3://noaa-goes16/ABI-L1b-RadM/2021/229/19/OR_ABI-L1b-RadM1-M6C13_G16_s2021229190,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/19/OR_ABI-L2-MCMIPM2-M6_G16_s2021229190,s3://noaa-goes16/ABI-L1b-RadM/2021/229/19/OR_ABI-L1b-RadM2-M6C13_G16_s2021229190
2021al08,Hurricane Henri,2021-08-17 19:00:00,2021229190,30.38,-64.30,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/19/OR_ABI-L2-MCMIPM1-M6_G16_s2021229190,s3://noaa-goes16/ABI-L1b-RadM/2021/229/19/OR_ABI-L1b-RadM1-M6C13_G16_s2021229190,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/19/OR_ABI-L2-MCMIPM2-M6_G16_s2021229190,s3://noaa-goes16/ABI-L1b-RadM/2021/229/19/OR_ABI-L1b-RadM2-M6C13_G16_s2021229190
2021al07,Hurricane Grace,2021-08-17 19:30:00,2021229193,18.47,-77.84,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/19/OR_ABI-L2-MCMIPM1-M6_G16_s2021229193,s3://noaa-goes16/ABI-L1b-RadM/2021/229/19/OR_ABI-L1b-RadM1-M6C13_G16_s2021229193,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/19/OR_ABI-L2-MCMIPM2-M6_G16_s2021229193,s3://noaa-goes16/ABI-L1b-RadM/2021/229/19/OR_ABI-L1b-RadM2-M6C13_G16_s2021229193
2021al08,Hurricane Henri,2021-08-17 19:30:00,2021229193,30.37,-64.35,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/19/OR_ABI-L2-MCMIPM1-M6_G16_s2021229193,s3://noaa-goes16/ABI-L1b-RadM/2021/229/19/OR_ABI-L1b-RadM1-M6C13_G16_s2021229193,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/19/OR_ABI-L2-MCMIPM2-M6_G16_s2021229193,s3://noaa-goes16/ABI-L1b-RadM/2021/229/19/OR_ABI-L1b-RadM2-M6C13_G16_s2021229193
2021al07,Hurricane Grace,2021-08-17 20:00:00,2021229200,18.36,-77.70,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/20/OR_ABI-L2-MCMIPM1-M6_G16_s2021229200,s3://noaa-goes16/ABI-L1b-RadM/2021/229/20/OR_ABI-L1b-RadM1-M6C13_G16_s2021229200,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/20/OR_ABI-L2-MCMIPM2-M6_G16_s2021229200,s3://noaa-goes16/ABI-L1b-RadM/2021/229/20/OR_ABI-L1b-RadM2-M6C13_G16_s2021229200
2021al08,Hurricane Henri,2021-08-17 20:00:00,2021229200,30.40,-64.16,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/20/OR_ABI-L2-MCMIPM1-M6_G16_s2021229200,s3://noaa-goes16/ABI-L1b-RadM/2021/229/20/OR_ABI-L1b-RadM1-M6C13_G16_s2021229200,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/20/OR_ABI-L2-MCMIPM2-M6_G16_s2021229200,s3://noaa-goes16/ABI-L1b-RadM/2021/229/20/OR_ABI-L1b-RadM2-M6C13_G16_s2021229200
2021al07,Hurricane Grace,2021-08-17 20:30:00,2021229203,18.38,-77.80,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/20/OR_ABI-L2-MCMIPM1-M6_G16_s2021229203,s3://noaa-goes16/ABI-L1b-RadM/2021/229/20/OR_ABI-L1b-RadM1-M6C13_G16_s2021229203,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/20/OR_ABI-L2-MCMIPM2-M6_G16_s2021229203,s3://noaa-goes16/ABI-L1b-RadM/2021/229/20/OR_ABI-L1b-RadM2-M6C13_G16_s2021229203
2021al08,Hurricane Henri,2021-08-17 20:30:00,2021229203,30.40,-64.17,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/20/OR_ABI-L2-MCMIPM1-M6_G16_s2021229203,s3://noaa-goes16/ABI-L1b-RadM/2021/229/20/OR_ABI-L1b-RadM1-M6C13_G16_s2021229203,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/20/OR_ABI-L2-MCMIPM2-M6_G16_s2021229203,s3://noaa-goes16/ABI-L1b-RadM/2021/229/20/OR_ABI-L1b-RadM2-M6C13_G16_s2021229203
2021al07,Hurricane Grace,2021-08-17 21:00:00,2021229210,18.40,-77.90,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/21/OR_ABI-L2-MCMIPM1-M6_G16_s2021229210,s3://noaa-goes16/ABI-L1b-RadM/2021/229/21/OR_ABI-L1b-RadM1-M6C13_G16_s2021229210,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/21/OR_ABI-L2-MCMIPM2-M6_G16_s2021229210,s3://noaa-goes16/ABI-L1b-RadM/2021/229/21/OR_ABI-L1b-RadM2-M6C13_G16_s2021229210
2021al08,Hurricane Henri,2021-08-17 21:00:00,2021229210,30.40,-64.20,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/21/OR_ABI-L2-MCMIPM1-M6_G16_s2021229210,s3://noaa-goes16/ABI-L1b-RadM/2021/229/21/OR_ABI-L1b-RadM1-M6C13_G16_s2021229210,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/21/OR_ABI-L2-MCMIPM2-M6_G16_s2021229210,s3://noaa-goes16/ABI-L1b-RadM/2021/229/21/OR_ABI-L1b-RadM2-M6C13_G16_s2021229210
2021al07,Hurricane Grace,2021-08-17 21:30:00,2021229213,18.42,-78.01,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/21/OR_ABI-L2-MCMIPM1-M6_G16_s2021229213,s3://noaa-goes16/ABI-L1b-RadM/2021/229/21/OR_ABI-L1b-RadM1-M6C13_G16_s2021229213,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/21/OR_ABI-L2-MCMIPM2-M6_G16_s2021229213,s3://noaa-goes16/ABI-L1b-RadM/2021/229/21/OR_ABI-L1b-RadM2-M6C13_G16_s2021229213
2021al08,Hurricane Henri,2021-08-17 21:30:00,2021229213,30.40,-64.23,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/21/OR_ABI-L2-MCMIPM1-M6_G16_s2021229213,s3://noaa-goes16/ABI-L1b-RadM/2021/229/21/OR_ABI-L1b-RadM1-M6C13_G16_s2021229213,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/21/OR_ABI-L2-MCMIPM2-M6_G16_s2021229213,s3://noaa-goes16/ABI-L1b-RadM/2021/229/21/OR_ABI-L1b-RadM2-M6C13_G16_s2021229213
2021al07,Hurricane Grace,2021-08-17 22:00:00,2021229220,18.45,-78.12,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/22/OR_ABI-L2-MCMIPM1-M6_G16_s2021229220,s3://noaa-goes16/ABI-L1b-RadM/2021/229/22/OR_ABI-L1b-RadM1-M6C13_G16_s2021229220,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/22/OR_ABI-L2-MCMIPM2-M6_G16_s2021229220,s3://noaa-goes16/ABI-L1b-RadM/2021/229/22/OR_ABI-L1b-RadM2-M6C13_G16_s2021229220
2021al08,Hurricane Henri,2021-08-17 22:00:00,2021229220,30.39,-64.28,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/22/OR_ABI-L2-MCMIPM1-M6_G16_s2021229220,s3://noaa-goes16/ABI-L1b-RadM/2021/229/22/OR_ABI-L1b-RadM1-M6C13_G16_s2021229220,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/22/OR_ABI-L2-MCMIPM2-M6_G16_s2021229220,s3://noaa-goes16/ABI-L1b-RadM/2021/229/22/OR_ABI-L1b-RadM2-M6C13_G16_s2021229220
2021al07,Hurricane Grace,2021-08-17 22:30:00,2021229223,18.47,-78.24,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/22/OR_ABI-L2-MCMIPM1-M6_G16_s2021229223,s3://noaa-goes16/ABI-L1b-RadM/2021/229/22/OR_ABI-L1b-RadM1-M6C13_G16_s2021229223,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/22/OR_ABI-L2-MCMIPM2-M6_G16_s2021229223,s3://noaa-goes16/ABI-L1b-RadM/2021/229/22/OR_ABI-L1b-RadM2-M6C13_G16_s2021229223
2021al08,Hurricane Henri,2021-08-17 22:30:00,2021229223,30.39,-64.32,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/22/OR_ABI-L2-MCMIPM1-M6_G16_s2021229223,s3://noaa-goes16/ABI-L1b-RadM/2021/229/22/OR_ABI-L1b-RadM1-M6C13_G16_s2021229223,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/22/OR_ABI-L2-MCMIPM2-M6_G16_s2021229223,s3://noaa-goes16/ABI-L1b-RadM/2021/229/22/OR_ABI-L1b-RadM2-M6C13_G16_s2021229223
2021al07,Hurricane Grace,2021-08-17 23:00:00,2021229230,18.50,-78.36,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/23/OR_ABI-L2-MCMIPM1-M6_G16_s2021229230,s3://noaa-goes16/ABI-L1b-RadM/2021/229/23/OR_ABI-L1b-RadM1-M6C13_G16_s2021229230,s3://noaa-goes16/ABI-L2-MCMIPM/2021/229/23/OR_ABI-L2-MCMIPM2-M6_G16_s2021229230,s3://noaa-goes16/ABI-L1b-RadM/2021/229/23/OR_ABI-L1b-RadM2-M6C13_G16_s2021229230
